Date,posTop1,negTop1,neuTop1,comTop1,posTop2,negTop2,neuTop2,comTop2,posTop3,negTop3,neuTop3,comTop3,posTop4,negTop4,neuTop4,comTop4,posTop5,negTop5,neuTop5,comTop5,posTop6,negTop6,neuTop6,comTop6,posTop7,negTop7,neuTop7,comTop7,posTop8,negTop8,neuTop8,comTop8,posTop9,negTop9,neuTop9,comTop9,posTop10,negTop10,neuTop10,comTop10,posTop11,negTop11,neuTop11,comTop11,posTop12,negTop12,neuTop12,comTop12,posTop13,negTop13,neuTop13,comTop13,posTop14,negTop14,neuTop14,comTop14,posTop15,negTop15,neuTop15,comTop15,posTop16,negTop16,neuTop16,comTop16,posTop17,negTop17,neuTop17,comTop17,posTop18,negTop18,neuTop18,comTop18,posTop19,negTop19,neuTop19,comTop19,posTop20,negTop20,neuTop20,comTop20,posTop21,negTop21,neuTop21,comTop21,posTop22,negTop22,neuTop22,comTop22,posTop23,negTop23,neuTop23,comTop23,posTop24,negTop24,neuTop24,comTop24,posTop25,negTop25,neuTop25,comTop25
2010/10/28,0,0.748,0.252,-0.8979,0,0,1,0,0.27,0.169,0.562,0.2263,0,0.282,0.718,-0.875,0,0.608,0.392,-0.8519,0.062,0,0.938,0.3252,0.141,0.126,0.733,0.0772,0,0.408,0.592,-0.7351,0,0,1,0,0,0.376,0.624,-0.8332,0.16,0,0.84,0.2732,0,0.281,0.719,-0.5994,0,0,1,0,0,0,1,0,0.078,0.251,0.67,-0.8834,0.131,0.343,0.526,-0.9261,0.254,0,0.746,0.1779,0,0.561,0.439,-0.7506,0,0.245,0.755,-0.5994,0,0.333,0.667,-0.4588,0.154,0,0.846,0.4754,0,0,1,0,0,0.302,0.698,-0.5994,0,0.277,0.723,-0.3182,0,0.455,0.545,-0.8481
2010/10/29,0,0.621,0.379,-0.9584,0,0.375,0.625,-0.4588,0.327,0,0.673,0.8807,0.065,0,0.935,0.3612,0.088,0.261,0.651,-0.743,0,0.167,0.833,-0.4215,0,0,1,0,0,0,1,0,0,0,1,0,0,0.358,0.642,-0.5994,0,0.241,0.759,-0.2263,0.201,0.104,0.694,0.34,0,0.231,0.769,-0.9118,0.038,0.074,0.888,-0.1779,0.06,0.066,0.875,-0.0772,0,0.463,0.537,-0.7845,0,0,1,0,0,0,1,0,0.125,0,0.875,0.25,0,0,1,0,0,0.286,0.714,-0.4939,0,0.307,0.693,-0.4767,0,0.182,0.818,-0.8779,0,0,1,0,0,0.302,0.698,-0.5994
2010/11/1,0.1,0.073,0.827,0.2732,0.106,0.264,0.63,-0.6124,0.194,0.109,0.697,0.7096,0,0.612,0.388,-0.836,0,0.225,0.775,-0.4939,0.149,0.084,0.767,0.3818,0,0,1,0,0.183,0.144,0.673,0.0516,0.108,0.351,0.541,-0.5719,0.393,0.14,0.467,0.5719,0,0,1,0,0,0.573,0.427,-0.7717,0,0.556,0.444,-0.875,0,0.091,0.909,-0.5423,0,0.619,0.381,-0.7579,0,0.161,0.839,-0.3182,0,0.346,0.654,-0.5719,0,0.259,0.741,-0.4215,0,0,1,0,0.154,0.121,0.725,0.4497,0,0,1,0,0.131,0.058,0.81,0.4391,0.106,0.109,0.785,-0.0258,0.103,0.211,0.686,-0.656,0,0.188,0.812,-0.5367
2010/11/2,0,0,1,0,0,0.152,0.848,-0.6169,0.073,0.1,0.827,-0.0258,0,0.337,0.663,-0.8807,0.326,0,0.674,0.743,0.044,0.344,0.612,-0.8689,0.18,0.245,0.576,-0.2263,0,0.425,0.575,-0.7506,0,0,1,0,0.434,0,0.566,0.5574,0,0.114,0.886,-0.6705,0,0.351,0.649,-0.4019,0.092,0.069,0.838,0.2023,0,0.238,0.762,-0.3612,0.447,0.089,0.464,0.8591,0,0.714,0.286,-0.926,0.219,0,0.781,0.4215,0.185,0,0.815,0.3612,0.293,0,0.707,0.4404,0,0.227,0.773,-0.4767,0,0.087,0.913,-0.5267,0.093,0.132,0.775,-0.128,0,0,1,0,0,0,1,0,0.053,0.16,0.787,-0.6369
2010/11/3,0,0.126,0.874,-0.5574,0.059,0,0.941,0.1901,0,0,1,0,0,0,1,0,0.083,0.057,0.859,0.25,0,0,1,0,0,0,1,0,0,0,1,0,0.239,0,0.761,0.296,0.038,0,0.962,0.1531,0.221,0,0.779,0.1779,0.08,0.193,0.727,-0.7096,0.083,0.103,0.814,-0.296,0,0,1,0,0,0,1,0,0,0.348,0.652,-0.4939,0.036,0.312,0.652,-0.886,0,0.328,0.672,-0.5994,0.183,0.49,0.327,-0.5719,0,0,1,0,0,0.251,0.749,-0.7717,0,0.34,0.66,-0.5574,0,0,1,0,0,0,1,0,0,0,1,0
2010/11/4,0.27,0,0.73,0.5719,0,0,1,0,0.044,0.178,0.778,-0.7184,0.134,0.227,0.64,-0.1531,0,0.181,0.819,-0.6369,0,0.161,0.839,-0.3182,0,0.277,0.723,-0.8316,0,0,1,0,0,0.39,0.61,-0.9628,0,0.245,0.755,-0.3818,0,0.205,0.795,-0.4767,0,0.5,0.5,-0.7906,0,0,1,0,0,0.449,0.551,-0.9643,0,0.171,0.829,-0.4767,0,0,1,0,0,0.185,0.815,-0.8271,0,0,1,0,0.106,0.174,0.72,-0.2023,0,0,1,0,0,0.58,0.42,-0.7845,0,0,1,0,0,0.252,0.748,-0.7506,0.229,0.39,0.381,-0.1779,0,0.135,0.865,-0.4939
2010/11/5,0,0,1,0,0.107,0.131,0.762,-0.0018,0.113,0.085,0.802,0.0516,0,0.431,0.569,-0.9565,0,0,1,0,0.152,0,0.848,0.6858,0,0.097,0.903,-0.128,0,0.113,0.887,-0.1027,0,0.2,0.8,-0.3612,0,0,1,0,0,0,1,0,0.129,0.362,0.508,-0.7213,0,0.216,0.784,-0.296,0.16,0.404,0.437,-0.9451,0,0.306,0.694,-0.8658,0.086,0.224,0.69,-0.5279,0,0,1,0,0,0.381,0.619,-0.4019,0,0,1,0,0.223,0,0.777,0.5574,0.18,0,0.82,0.5256,0,0.204,0.796,-0.7717,0,0.224,0.776,-0.8038,0.135,0,0.865,0.6765,0.06,0.289,0.652,-0.8439
2010/11/8,0.131,0.073,0.796,0.4019,0,0.48,0.52,-0.8074,0,0,1,0,0,0,1,0,0,0.167,0.833,-0.0516,0.231,0,0.769,0.4019,0.065,0,0.935,0.3182,0.055,0.26,0.684,-0.8519,0.156,0.219,0.625,-0.5859,0.054,0.058,0.888,-0.0516,0,0.279,0.721,-0.4767,0,0.231,0.769,-0.5574,0,0.196,0.804,-0.5994,0.181,0.444,0.375,-0.6369,0,0.309,0.691,-0.7717,0,0.291,0.709,-0.6249,0.112,0.058,0.831,0.4019,0,0.081,0.919,-0.2755,0,0.385,0.615,-0.3612,0,0.402,0.598,-0.5719,0,0,1,0,0,0.383,0.617,-0.8658,0.091,0,0.909,0.2023,0.105,0.052,0.843,0.3182,0,0,1,0
2010/11/9,0,0.302,0.698,-0.7783,0,0,1,0,0,0.355,0.645,-0.5106,0,0.248,0.752,-0.6808,0.149,0,0.851,0.4215,0.06,0.05,0.89,0.1027,0.154,0.113,0.733,0.4019,0,0.274,0.726,-0.7506,0.147,0.173,0.681,-0.128,0,0.194,0.806,-0.5574,0,0,1,0,0,0.219,0.781,-0.8126,0.123,0.13,0.747,0.1779,0,0.641,0.359,-0.8934,0,0,1,0,0.199,0.185,0.616,-0.1779,0.134,0.167,0.699,-0.1531,0.253,0,0.747,0.2584,0,0.273,0.727,-0.4588,0.042,0.115,0.843,-0.5106,0.04,0.23,0.73,-0.7351,0,0.307,0.693,-0.4767,0.045,0,0.955,0.1779,0.358,0,0.642,0.7717,0,0.36,0.64,-0.6705
2010/11/10,0.15,0.183,0.667,-0.2263,0,0.084,0.916,-0.296,0,0,1,0,0.182,0.497,0.321,-0.7096,0,0.231,0.769,-0.4019,0,0.221,0.779,-0.5267,0,0.387,0.613,-0.8481,0,0.184,0.816,-0.4019,0,0.333,0.667,-0.6124,0.192,0,0.808,0.1695,0.241,0.271,0.488,-0.3612,0.161,0.112,0.727,-0.0772,0,0.144,0.856,-0.4927,0.114,0.37,0.517,-0.9081,0,0,1,0,0.097,0.178,0.725,-0.7845,0,0.247,0.753,-0.93,0.265,0,0.735,0.2023,0.048,0,0.952,0.2732,0.091,0,0.909,0.4588,0,0.194,0.806,-0.0516,0.213,0.124,0.663,0.5106,0.242,0,0.758,0.4939,0,0,1,0,0,0.237,0.763,-0.4767
2010/11/11,0.169,0.065,0.766,0.5574,0.386,0.121,0.493,0.8934,0.09,0.186,0.725,-0.5106,0,0,1,0,0.094,0.098,0.809,-0.0258,0,0.492,0.508,-0.8658,0,0.125,0.875,-0.25,0.048,0,0.952,0.0772,0,0,1,0,0.044,0.407,0.549,-0.8979,0,0.455,0.545,-0.6124,0.217,0,0.783,0.8573,0,0.32,0.68,-0.6908,0,0.25,0.75,-0.6124,0,0.128,0.872,-0.296,0,0,1,0,0.061,0.349,0.59,-0.8934,0,0,1,0,0.127,0.108,0.766,0.2023,0,0,1,0,0.037,0.27,0.693,-0.8779,0.197,0,0.803,0.8689,0.054,0.099,0.847,-0.3818,0,0,1,0,0,0,1,0
2010/11/12,0.552,0.153,0.296,0.7964,0,0.655,0.345,-0.8591,0,0.163,0.837,-0.765,0.129,0.153,0.718,-0.128,0,0,1,0,0.115,0.177,0.708,-0.1779,0,0.098,0.902,-0.34,0,0,1,0,0,0,1,0,0,0,1,0,0.108,0.351,0.541,-0.5719,0,0.204,0.796,-0.6249,0.063,0.164,0.773,-0.6372,0,0,1,0,0,0,1,0,0,0.2,0.8,-0.25,0.238,0,0.762,0.3612,0.058,0.2,0.742,-0.743,0.126,0,0.874,0.3818,0,0,1,0,0.247,0,0.753,0.3182,0.14,0.114,0.746,0.1531,0.147,0.023,0.83,0.7506,0,0.057,0.943,-0.3612,0,0.133,0.867,-0.6908
2010/11/15,0.057,0.295,0.648,-0.8802,0.081,0.131,0.788,-0.3134,0,0,1,0,0,0.234,0.766,-0.8934,0,0.186,0.814,-0.1531,0.045,0.257,0.698,-0.8591,0,0.467,0.533,-0.886,0,0,1,0,0.344,0,0.656,0.7845,0,0.537,0.463,-0.7003,0.174,0,0.826,0.2732,0.2,0.315,0.485,-0.2263,0.238,0.026,0.736,0.872,0,0.596,0.404,-0.7096,0,0.08,0.92,-0.1027,0.116,0,0.884,0.3612,0,0,1,0,0.077,0.264,0.659,-0.8176,0,0.367,0.633,-0.4404,0,0.487,0.513,-0.5859,0,0.404,0.596,-0.7269,0,0.524,0.476,-0.8271,0,0.375,0.625,-0.34,0.132,0.108,0.76,0.25,0,0.36,0.64,-0.6705
2010/11/16,0.107,0.094,0.8,0.0754,0.214,0.161,0.625,0.296,0.206,0.056,0.738,0.7096,0,0,1,0,0.076,0.227,0.698,-0.5574,0.109,0.278,0.612,-0.5945,0,0.187,0.813,-0.5994,0,0.484,0.516,-0.8519,0.208,0.347,0.445,-0.3753,0.246,0.218,0.536,0.2023,0.07,0.369,0.561,-0.8807,0,0.268,0.732,-0.5106,0,0,1,0,0,0.342,0.658,-0.886,0.079,0.09,0.831,-0.128,0,0.218,0.782,-0.5994,0,0,1,0,0,0,1,0,0,0.341,0.659,-0.4767,0.054,0.134,0.812,-0.5046,0.265,0,0.735,0.8548,0,0,1,0,0,0.171,0.829,-0.5106,0.07,0.124,0.806,-0.25,0,0.268,0.732,-0.5106
2010/11/17,0,0.172,0.828,-0.4404,0.121,0.132,0.747,0.1531,0.076,0.126,0.798,-0.296,0,0,1,0,0,0,1,0,0,0.427,0.573,-0.8567,0.029,0,0.971,0.0772,0,0.412,0.588,-0.5423,0,0,1,0,0,0.149,0.851,-0.4215,0.282,0.144,0.574,0.4404,0,0,1,0,0,0,1,0,0.075,0.075,0.849,0,0,0,1,0,0,0.088,0.912,-0.4767,0.197,0,0.803,0.4019,0,0,1,0,0.371,0,0.629,0.6486,0.205,0,0.795,0.2023,0,0.223,0.777,-0.6486,0.158,0,0.842,0.5719,0.087,0.292,0.621,-0.743,0.08,0.125,0.796,-0.3182,0,0.134,0.866,-0.4019
2010/11/18,0,0,1,0,0.077,0.211,0.712,-0.4767,0,0.184,0.816,-0.5267,0.138,0.215,0.646,-0.5423,0.067,0.171,0.762,-0.4939,0,0,1,0,0.169,0.312,0.519,-0.2732,0,0.109,0.891,-0.0258,0,0.155,0.845,-0.6542,0,0.289,0.711,-0.743,0,0.341,0.659,-0.4767,0,0.385,0.615,-0.7845,0,0.313,0.687,-0.6249,0,0.231,0.769,-0.34,0.13,0,0.87,0.0516,0.179,0.224,0.597,-0.1531,0,0,1,0,0,0.314,0.686,-0.4939,0.162,0.206,0.632,-0.0258,0.055,0,0.945,0.1027,0,0.224,0.776,-0.3818,0.198,0.27,0.532,-0.5859,0,0.31,0.69,-0.4019,0,0,1,0,0,0,1,0
2010/11/19,0,0,1,0,0,0.089,0.911,-0.4019,0.134,0.07,0.796,0.4588,0.209,0.055,0.736,0.7184,0.145,0.045,0.81,0.6369,0.074,0.187,0.739,-0.409,0.19,0.11,0.7,0.3182,0,0.253,0.747,-0.5267,0,0,1,0,0,0.306,0.694,-0.296,0,0,1,0,0,0,1,0,0.16,0.222,0.617,-0.25,0,0.493,0.507,-0.7783,0,0.328,0.672,-0.5994,0,0.223,0.777,-0.743,0,0.636,0.364,-0.3612,0.097,0.052,0.851,0.4404,0.037,0.338,0.625,-0.891,0,0,1,0,0.053,0.18,0.767,-0.6486,0,0.136,0.864,-0.296,0.304,0,0.696,0.5423,0,0,1,0,0.048,0.232,0.72,-0.8004
2010/11/22,0,0.043,0.957,-0.1027,0,0.273,0.727,-0.4588,0.046,0,0.954,0.0772,0.029,0.108,0.863,-0.5574,0.271,0.264,0.465,-0.218,0,0.145,0.855,-0.5267,0.183,0.417,0.4,-0.6249,0,0.493,0.507,-0.8934,0,0.156,0.844,-0.34,0,0.244,0.756,-0.6705,0.128,0,0.872,0.296,0.13,0.09,0.78,0.4549,0,0.535,0.465,-0.7845,0,0.438,0.562,-0.5994,0.288,0.12,0.592,0.7717,0.167,0.278,0.556,-0.34,0.345,0.235,0.42,0.3818,0,0.16,0.84,-0.2732,0,0.457,0.543,-0.7096,0.32,0,0.68,0.5106,0,0.155,0.845,-0.5106,0,0.216,0.784,-0.296,0,0.394,0.606,-0.4404,0.109,0,0.891,0.5305,0,0.238,0.762,-0.3612
2010/11/23,0,0.273,0.727,-0.7184,0.285,0.082,0.633,0.7543,0.149,0,0.851,0.7003,0,0,1,0,0,0.167,0.833,-0.34,0,0,1,0,0,0.156,0.844,-0.34,0,0.438,0.562,-0.5994,0.065,0.156,0.779,-0.2732,0,0,1,0,0,0.228,0.772,-0.8957,0,0.247,0.753,-0.3182,0.094,0,0.906,0.3612,0,0.191,0.809,-0.3818,0,0,1,0,0,0.268,0.732,-0.0258,0,0.349,0.651,-0.7579,0,0.222,0.778,-0.7184,0.087,0.078,0.835,-0.128,0.058,0.074,0.867,-0.1311,0,0.211,0.789,-0.34,0,0,1,0,0,0,1,0,0.295,0,0.705,0.5574,0,0.31,0.69,-0.4019
2010/11/24,0,0.312,0.688,-0.8271,0,0.091,0.909,-0.1027,0,0.353,0.647,-0.9186,0.144,0.112,0.745,0.1531,0,0.231,0.769,-0.128,0,0.195,0.805,-0.1779,0,0,1,0,0,0.133,0.867,-0.3182,0,0.18,0.82,-0.296,0,0.375,0.625,-0.4588,0.266,0,0.734,0.8908,0,0.273,0.727,-0.128,0.245,0.045,0.711,0.765,0,0.31,0.69,-0.9118,0.185,0,0.815,0.34,0.266,0.136,0.598,0.5154,0,0,1,0,0.147,0,0.853,0.2263,0.161,0,0.839,0.3182,0,0.155,0.845,-0.6597,0.155,0.084,0.761,0.5023,0,0.381,0.619,-0.6486,0,0.289,0.711,-0.7269,0,0,1,0,0,0,1,0
2010/11/26,0,0.141,0.859,-0.5829,0.076,0.202,0.722,-0.5423,0.158,0.19,0.652,-0.1531,0.038,0.205,0.757,-0.743,0,0.286,0.714,-0.34,0.196,0,0.804,0.296,0,0.192,0.808,-0.2263,0,0,1,0,0,0.038,0.962,-0.1531,0.063,0.219,0.719,-0.7184,0.358,0,0.642,0.9618,0.239,0,0.761,0.296,0.033,0.039,0.928,-0.0772,0.332,0,0.668,0.7156,0,0.259,0.741,-0.7722,0.181,0.215,0.604,-0.128,0.261,0.067,0.672,0.7783,0.084,0.183,0.733,-0.4019,0,0,1,0,0.106,0.142,0.752,-0.2023,0.131,0.459,0.41,-0.6124,0.069,0.243,0.688,-0.5859,0,0.074,0.926,-0.1531,0,0.146,0.854,-0.4767,0.273,0,0.727,0.128
2010/11/29,0,0.286,0.714,-0.8487,0,0.444,0.556,-0.34,0.17,0.138,0.692,0.128,0.079,0.156,0.765,-0.4588,0.046,0.244,0.71,-0.7506,0,0.375,0.625,-0.6597,0,0.063,0.938,-0.1027,0,0.278,0.722,-0.855,0,0,1,0,0.173,0.208,0.619,-0.4215,0.064,0.218,0.718,-0.7351,0,0.643,0.357,-0.8957,0.151,0.224,0.625,-0.1027,0.061,0.097,0.841,-0.2732,0,0.259,0.741,-0.1027,0,0.468,0.532,-0.6597,0,0.524,0.476,-0.936,0,0.337,0.663,-0.6808,0,0.565,0.435,-0.5994,0.029,0.125,0.846,-0.6486,0,0,1,0,0.07,0.318,0.612,-0.8176,0,0.296,0.704,-0.743,0.061,0.361,0.578,-0.8689,0.081,0,0.919,0.4404
2010/11/30,0,0.216,0.784,-0.296,0.202,0.234,0.565,-0.1027,0,0.199,0.801,-0.8807,0,0.133,0.867,-0.4588,0,0,1,0,0,0,1,0,0.08,0,0.92,0.34,0,0.156,0.844,-0.765,0,0.322,0.678,-0.2263,0.162,0,0.838,0.6597,0.186,0.238,0.577,-0.6232,0,0.227,0.773,-0.6908,0.099,0.135,0.766,-0.25,0.109,0.161,0.73,-0.1779,0,0.459,0.541,-0.6249,0.096,0.342,0.562,-0.5875,0,0,1,0,0,0,1,0,0,0.325,0.675,-0.6486,0,0.255,0.745,-0.34,0.061,0.135,0.804,-0.5407,0.064,0.081,0.855,-0.1027,0.143,0.208,0.649,-0.25,0,0.574,0.426,-0.7964,0,0.243,0.757,-0.9161
2010/12/1,0.086,0.155,0.759,-0.4767,0,0.402,0.598,-0.6908,0,0.383,0.617,-0.4767,0.282,0.412,0.305,-0.1779,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.298,0.702,-0.5267,0.188,0.227,0.584,-0.1531,0,0.212,0.788,-0.1567,0.14,0.193,0.667,-0.2023,0.058,0.365,0.577,-0.8225,0,0.241,0.759,-0.2263,0,0,1,0,0,0,1,0,0.211,0,0.789,0.8074,0,0.294,0.706,-0.6124,0,0.277,0.723,-0.3182,0,0,1,0,0.077,0.077,0.847,0,0,0.16,0.84,-0.7912,0,0.287,0.713,-0.5302,0.456,0,0.544,0.7717,0,0.336,0.664,-0.8442
2010/12/2,0.301,0.083,0.616,0.7184,0.165,0.188,0.647,-0.1027,0,0.277,0.723,-0.3182,0.332,0,0.668,0.8158,0,0.289,0.711,-0.6908,0.196,0,0.804,0.4449,0,0.231,0.769,-0.34,0.129,0.052,0.82,0.3182,0,0.058,0.942,-0.296,0.365,0,0.635,0.3182,0,0.11,0.89,-0.4939,0,0.405,0.595,-0.5267,0.2,0.321,0.478,-0.4151,0,0.223,0.777,-0.5106,0.091,0.091,0.818,0,0,0.459,0.541,-0.7783,0,0.271,0.729,-0.6369,0,0,1,0,0,0.317,0.683,-0.7579,0.162,0.275,0.563,-0.3818,0,0.293,0.707,-0.8957,0,0,1,0,0,0.153,0.847,-0.1139,0,0.11,0.89,-0.1531,0,0.129,0.871,-0.5789
2010/12/3,0.172,0,0.828,0.4019,0.128,0.209,0.663,-0.3818,0,0.334,0.666,-0.6728,0.125,0.174,0.701,-0.5126,0.056,0.095,0.849,-0.3612,0.352,0,0.648,0.5859,0,0,1,0,0.029,0.308,0.664,-0.9274,0.048,0,0.952,0.2023,0.117,0,0.883,0.2144,0,0,1,0,0,0,1,0,0,0.271,0.729,-0.3818,0.367,0,0.633,0.4404,0.067,0.126,0.807,-0.3182,0.061,0.222,0.717,-0.5719,0.053,0,0.947,0.1027,0,0.344,0.656,-0.743,0,0,1,0,0,0.401,0.599,-0.9371,0,0.155,0.845,-0.296,0,0.191,0.809,-0.836,0,0.18,0.82,-0.5106,0.298,0,0.702,0.1779,0,0,1,0
2010/12/6,0.253,0,0.747,0.8316,0,0,1,0,0.063,0,0.937,0.4019,0,0,1,0,0,0,1,0,0.141,0,0.859,0.2023,0,0.386,0.614,-0.9657,0.106,0,0.894,0.296,0,0.41,0.59,-0.9153,0.074,0.33,0.596,-0.9423,0.195,0.048,0.758,0.7003,0.144,0.1,0.756,0.4588,0.132,0.113,0.755,0.1027,0,0,1,0,0,0.401,0.599,-0.7717,0,0.277,0.723,-0.7579,0,0.407,0.593,-0.9477,0,0,1,0,0.08,0.197,0.723,-0.7906,0,0.187,0.813,-0.3182,0,0.211,0.789,-0.34,0.062,0.073,0.865,-0.0772,0,0.22,0.78,-0.5859,0,0,1,0,0.092,0.108,0.8,-0.1027
2010/12/7,0.09,0.271,0.639,-0.7964,0,0.162,0.838,-0.4754,0,0,1,0,0.066,0.175,0.759,-0.6454,0,0.238,0.762,-0.6486,0,0,1,0,0.039,0.114,0.847,-0.6249,0,0.615,0.385,-0.9371,0,0.211,0.789,-0.34,0.159,0.147,0.694,0.1779,0.093,0.103,0.804,-0.0679,0.189,0.161,0.65,0,0.225,0,0.775,0.2584,0,0.246,0.754,-0.7351,0,0.383,0.617,-0.4767,0.208,0.211,0.581,0.2263,0,0.18,0.82,-0.5883,0.137,0.196,0.667,-0.4019,0.109,0.096,0.795,0.0772,0,0.134,0.866,-0.6705,0,0,1,0,0,0.148,0.852,-0.3818,0.312,0,0.688,0.7783,0.171,0,0.829,0.5106,0,0.197,0.803,-0.4019
2010/12/8,0,0,1,0,0,0,1,0,0,0,1,0,0.106,0.136,0.758,-0.296,0,0.139,0.861,-0.2732,0.576,0,0.424,0.7783,0.103,0.212,0.685,-0.3818,0.206,0,0.794,0.0772,0,0,1,0,0.058,0.091,0.852,-0.0516,0,0,1,0,0,0.407,0.593,-0.5859,0.078,0.233,0.69,-0.5574,0.429,0,0.571,0.7184,0.341,0.034,0.625,0.9531,0,0.169,0.831,-0.743,0,0,1,0,0,0.216,0.784,-0.296,0.069,0,0.931,0.2997,0,0.119,0.881,-0.5994,0,0.302,0.698,-0.3818,0,0.321,0.679,-0.6369,0,0.773,0.227,-0.8807,0.111,0.168,0.721,-0.296,0.124,0.121,0.755,0.0258
2010/12/9,0,0,1,0,0.146,0.163,0.691,0.0772,0.242,0,0.758,0.9153,0,0,1,0,0,0.418,0.582,-0.8885,0,0.08,0.92,-0.2732,0,0.081,0.919,-0.3182,0,0,1,0,0,0,1,0,0,0.189,0.811,-0.5423,0.153,0.095,0.753,0.5719,0,0.137,0.863,-0.2263,0.029,0.065,0.906,-0.4173,0.284,0.168,0.549,0.4228,0,0.267,0.733,-0.9217,0,0.398,0.602,-0.9217,0,0,1,0,0,0,1,0,0,0.368,0.632,-0.5423,0,0.353,0.647,-0.7184,0.292,0,0.708,0.5106,0,0,1,0,0.276,0.112,0.612,0.3818,0.059,0.061,0.881,-0.0258,0.058,0,0.942,0.34
2010/12/10,0,0.24,0.76,-0.743,0,0.348,0.652,-0.7003,0.302,0,0.698,0.7783,0,0,1,0,0,0,1,0,0,0,1,0,0,0.28,0.72,-0.3612,0,0.322,0.678,-0.2263,0,0,1,0,0,0,1,0,0,0.124,0.876,-0.1779,0,0.407,0.593,-0.5859,0.655,0,0.345,0.8591,0,0.286,0.714,-0.25,0,0,1,0,0,0.468,0.532,-0.5267,0,0.308,0.692,-0.5994,0.175,0.14,0.685,0.0772,0,0,1,0,0,0.423,0.577,-0.8689,0.061,0.235,0.704,-0.5719,0.053,0.272,0.674,-0.8316,0,0.333,0.667,-0.5423,0,0,1,0,0,0.205,0.795,-0.5574
2010/12/13,0,0,1,0,0,0.619,0.381,-0.7579,0.167,0.074,0.76,0.5859,0,0.252,0.748,-0.9259,0.188,0,0.813,0.4588,0,0.36,0.64,-0.6705,0.286,0.049,0.665,0.8934,0,0.154,0.846,-0.25,0,0.423,0.577,-0.8316,0,0.429,0.571,-0.7184,0,0,1,0,0,0,1,0,0,0,1,0,0,0.286,0.714,-0.7184,0.167,0.044,0.788,0.7184,0,0,1,0,0,0,1,0,0,0.259,0.741,-0.4215,0.169,0,0.831,0.7096,0,0,1,0,0,0.344,0.656,-0.4939,0.19,0,0.81,0.5719,0,0.255,0.745,-0.7351,0.248,0.174,0.579,0.2263,0,0,1,0
2010/12/14,0.107,0.216,0.677,-0.8442,0,0.298,0.702,-0.7003,0,0.231,0.769,-0.2732,0,0.225,0.775,-0.296,0.095,0.161,0.744,-0.0516,0,0,1,0,0.158,0,0.842,0.6187,0,0,1,0,0.102,0.065,0.834,0.2944,0.286,0,0.714,0.25,0.319,0.198,0.483,0.3612,0,0,1,0,0.32,0,0.68,0.5106,0.16,0.32,0.519,-0.4019,0.222,0,0.778,0.25,0,0,1,0,0,0.245,0.755,-0.5994,0.148,0.131,0.721,0.0665,0,0.383,0.617,-0.7798,0,0,1,0,0.306,0.239,0.455,0.1513,0.258,0.117,0.625,0.4215,0.072,0.29,0.639,-0.8201,0,0.333,0.667,-0.7906,0,0.481,0.519,-0.9022
2010/12/15,0,0.2,0.8,-0.3612,0,0.31,0.69,-0.5574,0.177,0.086,0.737,0.743,0.059,0.134,0.808,-0.3999,0,0.47,0.53,-0.7269,0.142,0.236,0.622,-0.2732,0,0.238,0.762,-0.6124,0,0.15,0.85,-0.5574,0.057,0.204,0.739,-0.6597,0,0.39,0.61,-0.8625,0.232,0.16,0.608,0.3182,0.076,0,0.924,0.2023,0,0.193,0.807,-0.4767,0,0.16,0.84,-0.2732,0.117,0.18,0.703,-0.2023,0,0.276,0.724,-0.8555,0,0.078,0.922,-0.4019,0,0.241,0.759,-0.2263,0.1,0,0.9,0.4588,0,0.369,0.631,-0.6249,0.339,0.135,0.526,0.5423,0,0,1,0,0,0.358,0.642,-0.5994,0.067,0,0.933,0.128,0,0.15,0.85,-0.3182
2010/12/16,0,0,1,0,0,0.207,0.793,-0.5267,0,0,1,0,0.113,0,0.887,0.3182,0.063,0.175,0.762,-0.5423,0.089,0.222,0.69,-0.34,0,0.647,0.353,-0.6705,0,0,1,0,0,0.409,0.591,-0.936,0,0.582,0.418,-0.7885,0,0.526,0.474,-0.9578,0,0.383,0.617,-0.9032,0,0,1,0,0.167,0,0.833,0.0516,0,0,1,0,0.673,0,0.327,0.8834,0.42,0,0.58,0.7003,0.115,0.115,0.769,-0.25,0,0.333,0.667,-0.4588,0.189,0.319,0.491,-0.5719,0,0,1,0,0,0.209,0.791,-0.8402,0,0.436,0.564,-0.8591,0.224,0.371,0.404,-0.6124,0.179,0,0.821,0.34
2010/12/17,0.097,0.062,0.841,0.0258,0.053,0.105,0.842,-0.3612,0,0.135,0.865,-0.1027,0.104,0.188,0.708,-0.3291,0,0.277,0.723,-0.3182,0,0.239,0.761,-0.296,0,0,1,0,0,0.577,0.423,-0.8481,0,0.307,0.693,-0.4767,0,0.074,0.926,-0.34,0,0,1,0,0.051,0.222,0.727,-0.8271,0.207,0.378,0.415,-0.6908,0.106,0.273,0.621,-0.6597,0.055,0.239,0.706,-0.8591,0.118,0.192,0.69,-0.3612,0,0,1,0,0.166,0.113,0.721,0.4939,0,0.31,0.69,-0.4019,0,0.5,0.5,-0.7906,0.137,0.33,0.533,-0.8555,0,0,1,0,0,0.318,0.682,-0.4215,0.085,0,0.915,0.1027,0.139,0.139,0.723,0.0018
